Review ID,Country,User Name,User URL,App Version,Rating,Review Title,Review Text,Review URL,Review Date,Developer Reply Date,Developer Reply Text,Helpful Votes
12604299253,US,Vipersilver1,https://itunes.apple.com/us/reviews/id236698758,25.4.1,5,Love it!,Works great for our family. Used it for years without any issues.,https://itunes.apple.com/us/review?id=458023433&type=Purple%20Software,,,,
12602808976,US,Kinson24567,https://itunes.apple.com/us/reviews/id117748962,25.3.2,2,Forces you,"Splitwise is great until people pay using splitwise payment to pay you back, which I don’t have set up. So it forces you to get an account with them to get your money. But that requires photos of your ID and social security card, which I really don’t want to do. If I don’t have it set up, it shouldn’t be an option for how people can pay me. It’s frustrating and awkward to tell people I’d prefer another way.",https://itunes.apple.com/us/review?id=458023433&type=Purple%20Software,,,,
12602508526,US,Jamie from Boston,https://itunes.apple.com/us/reviews/id288634116,25.3.2,4,Helpful overall; could be improved,"Splitwise is useful, especially for groups of 3 or more, for tracking and evenly dividing group expenses, making it easier for all to equally share & pay group expenditures.

What could be better:

1. Navigating within the app. The current layout & menus can be confusing.

2. Make it possible/easier to permanently erase individual transactions, groups of transactions, and group or entire histories from one's account.  Legacy info can ""bleed into "" more recent activity & throw off calculations, making the app ineffective at its main job.

3. Offer users an option to permanently delete their account, & permanently erase ALL data associated with it.",https://itunes.apple.com/us/review?id=458023433&type=Purple%20Software,,,,
12600980482,US,Allen Family Itunes,https://itunes.apple.com/us/reviews/id43114200,25.3.2,1,Payment,Trying to figure out how to pay people is tedious and confusing! I connected my card and cannot use it.,https://itunes.apple.com/us/review?id=458023433&type=Purple%20Software,,,,
12599879106,US,PeteJim21,https://itunes.apple.com/us/reviews/id1781647433,25.3.2,5,Really Useful,I have been using Splitwise for several years now to split costs with housemates and I can’t understate how useful this app has been. Just really makes things easy and clear between people.,https://itunes.apple.com/us/review?id=458023433&type=Purple%20Software,,,,
12597087405,US,Nathalie Llaneza,https://itunes.apple.com/us/reviews/id266616017,25.3.2,5,Easy to use!,Splitwise is easy to use and track expenses with friends and family. You can also see the history even after you’ve settled up. I am enjoying the app 😊👍🏻,https://itunes.apple.com/us/review?id=458023433&type=Purple%20Software,,,,
12596980529,US,zdan925,https://itunes.apple.com/us/reviews/id385718359,25.3.2,1,Sudden switch to extremely limited number of expenses per day,To desperate to monetize. Venmo has it free. Easy to move there,https://itunes.apple.com/us/review?id=458023433&type=Purple%20Software,,,,
12596827147,US,Paul Reich,https://itunes.apple.com/us/reviews/id1175512146,25.3.2,1,Unusable,"Not a free app anymore. Can’t submit more than 3 expenses without pro.

This is a google sheet simplifying algebra, why are we paying a subscription",https://itunes.apple.com/us/review?id=458023433&type=Purple%20Software,,,,
12595897905,US,Loretta5ue,https://itunes.apple.com/us/reviews/id114796722,25.3.2,1,Not for me,"Some of the money owed to me isn’t being split properly and now I’m not getting paid.

A simple spreadsheet works better than this",https://itunes.apple.com/us/review?id=458023433&type=Purple%20Software,,,,
12593027352,US,Mr_Shmith,https://itunes.apple.com/us/reviews/id124753036,25.3.2,1,Greedy app,"Another once great app that has fallen victim to the subscription plague. Instead of simply asking for a one time purchase for a service, they charge a rather absurd price to do math",https://itunes.apple.com/us/review?id=458023433&type=Purple%20Software,,,,
